"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2018.09.14	17:00:00	98244	98562	98205	98465	23288	95139	1"
"2018.09.17	09:00:00	97958	98224	97491	97945	93246	278001	1"
"2018.09.17	10:00:00	97945	99685	97841	99665	160369	518491	1"
"2018.09.17	11:00:00	99659	100068	99243	99321	130887	451190	1"
"2018.09.17	12:00:00	99321	99341	98906	98971	77764	254751	1"
"2018.09.17	13:00:00	98984	99497	98984	99269	78319	272136	1"
"2018.09.17	14:00:00	99269	99321	99016	99243	67463	234927	1"
"2018.09.17	15:00:00	99250	99633	99211	99451	83558	307309	1"
"2018.09.17	16:00:00	99451	100275	99269	100055	114660	448516	1"
"2018.09.17	17:00:00	100061	100399	100016	100016	31917	129102	1"
"2018.09.18	09:00:00	100606	100710	99698	100288	126556	370791	1"
"2018.09.18	10:00:00	100295	100996	99918	100944	173955	536808	1"
"2018.09.18	11:00:00	100944	101509	100438	101275	134828	426813	1"
"2018.09.18	12:00:00	101282	101872	101275	101781	106136	358332	1"
"2018.09.18	13:00:00	101788	102223	101742	102008	83368	299063	1"
"2018.09.18	14:00:00	102002	102281	101619	101736	92897	329129	1"
"2018.09.18	15:00:00	101729	102034	101483	101606	85403	312216	1"
"2018.09.18	16:00:00	101600	102008	101554	101996	75354	283184	1"
"2018.09.18	17:00:00	101996	102034	101320	101320	36928	152858	1"
"2018.09.19	09:00:00	100782	101256	100542	101152	98556	293199	1"
"2018.09.19	10:00:00	101145	101918	101009	101762	138324	430608	1"
"2018.09.19	11:00:00	101755	102249	101567	102184	108806	368706	1"
"2018.09.19	12:00:00	102190	102722	102164	102697	91255	319083	1"
"2018.09.19	13:00:00	102697	102956	102515	102768	74205	252876	1"
"2018.09.19	14:00:00	102774	102833	102333	102430	70570	243217	1"
"2018.09.19	15:00:00	102430	102456	101489	101535	102596	397994	1"
"2018.09.19	16:00:00	101528	101703	101178	101619	87065	352866	1"
"2018.09.19	17:00:00	101626	101723	101282	101619	26915	95799	1"
"2018.09.20	09:00:00	101820	102651	101613	102625	86958	235352	1"
"2018.09.20	10:00:00	102625	102807	101677	102073	162209	490301	1"
"2018.09.20	11:00:00	102073	102508	101327	101483	129850	412203	1"
"2018.09.20	12:00:00	101489	101853	101269	101645	77182	272345	1"
"2018.09.20	13:00:00	101639	101996	101567	101944	44770	150791	1"
"2018.09.20	14:00:00	101937	102015	101593	101814	59349	206635	1"
"2018.09.20	15:00:00	101814	102008	101502	101859	65394	229920	1"
"2018.09.20	16:00:00	101866	102002	101574	101814	61886	232476	1"
"2018.09.20	17:00:00	101814	101866	101606	101801	23548	88285	1"
"2018.09.21	09:00:00	102294	102891	101963	102645	117768	330226	1"
"2018.09.21	10:00:00	102645	103482	102151	103170	179909	547399	1"
"2018.09.21	11:00:00	103170	103378	102872	103092	113276	352534	1"
"2018.09.21	12:00:00	103086	104150	103060	104099	112986	390969	1"
"2018.09.21	13:00:00	104099	104306	103566	103586	82907	280802	1"
"2018.09.21	14:00:00	103586	103871	103287	103307	57714	202472	1"
"2018.09.21	15:00:00	103307	103495	102846	103041	73454	255596	1"
"2018.09.21	16:00:00	103041	103547	103002	103449	70754	246133	1"
"2018.09.21	17:00:00	103449	103540	102930	103047	36095	128966	1"
"2018.09.24	09:00:00	102651	102982	102294	102937	95633	277380	1"
"2018.09.24	10:00:00	102937	103307	102664	103177	156484	450244	1"
"2018.09.24	11:00:00	103170	103398	102391	102697	134187	418537	1"
"2018.09.24	12:00:00	102697	102969	101976	102008	122283	400071	1"
"2018.09.24	13:00:00	102015	102352	101866	102307	69745	215343	1"
"2018.09.24	14:00:00	102307	102528	101918	102002	71761	236135	1"
"2018.09.24	15:00:00	102002	102099	101275	101509	93537	327939	1"
"2018.09.24	16:00:00	101509	101807	101424	101431	61224	205504	1"
"2018.09.24	17:00:00	101437	101639	101191	101528	27159	95983	1"
"2018.09.25	09:00:00	100087	100451	99841	100249	91572	269835	1"
"2018.09.25	10:00:00	100249	101145	100146	101067	167197	465532	1"
"2018.09.25	11:00:00	101067	101483	100879	101106	132641	390561	1"
"2018.09.25	12:00:00	101113	101697	100963	101664	106084	333132	1"
"2018.09.25	13:00:00	101664	101807	101139	101632	96848	318309	1"
"2018.09.25	14:00:00	101632	101840	101463	101703	81218	267965	1"
"2018.09.25	15:00:00	101710	102489	101697	102372	117309	423629	1"
"2018.09.25	16:00:00	102378	102476	102047	102327	79614	291777	1"
"2018.09.25	17:00:00	102327	102554	102249	102554	31390	123599	1"
"2018.09.26	09:00:00	102398	102541	101879	102521	119515	312388	1"
"2018.09.26	10:00:00	102528	103183	102398	102521	166865	488249	1"
"2018.09.26	11:00:00	102521	103144	102236	103034	131989	410441	1"
"2018.09.26	12:00:00	103034	103274	102502	102599	101296	347886	1"
"2018.09.26	13:00:00	102593	102716	102262	102632	79804	258872	1"
"2018.09.26	14:00:00	102632	102943	102177	102774	109978	386027	1"
"2018.09.26	15:00:00	102768	103527	102281	102612	145486	499999	1"
"2018.09.26	16:00:00	102612	103138	102255	102411	94476	323151	1"
"2018.09.26	17:00:00	102411	102515	102184	102184	23029	84796	1"
"2018.09.27	09:00:00	102015	102593	101950	102482	87206	246128	1"
"2018.09.27	10:00:00	102489	103845	102476	103475	186615	589565	1"
"2018.09.27	11:00:00	103469	104345	103430	103735	150838	517762	1"
"2018.09.27	12:00:00	103735	103943	103566	103644	79196	268746	1"
"2018.09.27	13:00:00	103644	104027	103618	103767	64312	181383	1"
"2018.09.27	14:00:00	103767	103891	103527	103800	65699	196443	1"
"2018.09.27	15:00:00	103800	103962	103670	103826	64720	201516	1"
"2018.09.27	16:00:00	103832	104047	103754	103969	61996	206442	1"
"2018.09.27	17:00:00	103969	104073	103709	103709	29395	104073	1"
"2018.09.28	09:00:00	103196	103196	102476	102748	123958	336997	1"
"2018.09.28	10:00:00	102755	103780	102619	103748	145910	439701	1"
"2018.09.28	11:00:00	103748	103962	103307	103897	107347	334105	1"
"2018.09.28	12:00:00	103904	103962	103359	103482	81702	250736	1"
"2018.09.28	13:00:00	103475	103696	103008	103359	95396	263770	1"
"2018.09.28	14:00:00	103352	103475	102982	102989	73468	207943	1"
"2018.09.28	15:00:00	102989	103183	102787	103060	72761	216064	1"
"2018.09.28	16:00:00	103060	103203	102794	103073	72859	236287	1"
"2018.09.28	17:00:00	103066	103190	102735	103008	33073	112051	1"
"2018.10.01	09:00:00	103222	103514	102619	103021	96867	266516	1"
"2018.10.01	10:00:00	103028	103449	102197	102580	194251	591742	1"
"2018.10.01	11:00:00	102573	102619	101794	101918	128296	421871	1"
"2018.10.01	12:00:00	101924	102093	101528	101905	99148	318508	1"
"2018.10.01	13:00:00	101905	102398	101833	102288	77846	258709	1"
"2018.10.01	14:00:00	102294	102787	102190	102359	102777	366195	1"
"2018.10.01	15:00:00	102359	102586	101807	102404	90400	332656	1"
"2018.10.01	16:00:00	102404	102521	101911	102314	74098	290498	1"
"2018.10.01	17:00:00	102307	102554	101944	102554	39521	181391	1"
"2018.10.02	09:00:00	103897	104644	103852	104624	127347	369077	1"
"2018.10.02	10:00:00	104631	105578	104624	105176	214864	678197	1"
"2018.10.02	11:00:00	105169	105948	105053	105857	154790	469173	1"
"2018.10.02	12:00:00	105857	106189	105449	105883	124504	420559	1"
"2018.10.02	13:00:00	105890	106130	105741	105909	78472	254182	1"
"2018.10.02	14:00:00	105909	106091	105669	105721	69954	235587	1"
"2018.10.02	15:00:00	105721	106435	105695	106416	108916	370551	1"
"2018.10.02	16:00:00	106409	106448	106104	106163	83805	298638	1"
"2018.10.02	17:00:00	106156	106442	106124	106370	39687	154990	1"
"2018.10.03	09:00:00	109031	110810	108655	110641	203813	594758	1"
"2018.10.03	10:00:00	110641	111083	109356	109362	260397	719634	1"
"2018.10.03	11:00:00	109356	110252	108889	109025	182319	521701	1"
"2018.10.03	12:00:00	109025	109590	108915	109551	113888	351105	1"
"2018.10.03	13:00:00	109551	109635	109077	109161	82091	252204	1"
"2018.10.03	14:00:00	109155	109311	108324	109200	125796	395569	1"
"2018.10.03	15:00:00	109207	109207	108142	108266	109507	353558	1"
"2018.10.03	16:00:00	108272	108447	107681	108356	94374	317160	1"
"2018.10.03	17:00:00	108356	108772	108272	108772	29563	101195	1"
"2018.10.04	09:00:00	107500	108090	107052	108038	129646	361678	1"
"2018.10.04	10:00:00	108045	108077	107188	107707	186608	557197	1"
"2018.10.04	11:00:00	107707	107707	106578	107123	163214	519468	1"
"2018.10.04	12:00:00	107123	107662	106831	106903	118064	394803	1"
"2018.10.04	13:00:00	106903	106967	106552	106883	82132	272044	1"
"2018.10.04	14:00:00	106877	106987	106468	106714	95591	326710	1"
"2018.10.04	15:00:00	106708	108382	106669	108207	140618	485158	1"
"2018.10.04	16:00:00	108207	108597	107649	107902	109299	376051	1"
"2018.10.04	17:00:00	107902	108272	107746	107824	35953	129775	1"
"2018.10.05	09:00:00	109921	110414	108869	109544	134861	361380	1"
"2018.10.05	10:00:00	109551	109564	107850	107960	195975	557494	1"
"2018.10.05	11:00:00	107960	108142	107123	107305	138927	423412	1"
"2018.10.05	12:00:00	107305	107363	106643	106864	102710	321051	1"
"2018.10.05	13:00:00	106864	107266	106734	107026	84263	268430	1"
"2018.10.05	14:00:00	107032	107441	106643	107240	97573	329349	1"
"2018.10.05	15:00:00	107240	107519	106786	106928	101457	330129	1"
"2018.10.05	16:00:00	106922	107526	106909	107156	85291	300728	1"
"2018.10.05	17:00:00	107149	107487	106864	107461	34245	129779	1"
"2018.10.08	09:00:00	112290	114224	111615	114081	207747	610060	1"
"2018.10.08	10:00:00	114075	114185	112212	112231	273062	805833	1"
"2018.10.08	11:00:00	112238	112777	111219	111485	184020	564127	1"
"2018.10.08	12:00:00	111485	111595	110771	111128	122289	405172	1"
"2018.10.08	13:00:00	111128	111602	110888	110940	105905	330273	1"
"2018.10.08	14:00:00	110946	111524	110927	111459	89312	283563	1"
"2018.10.08	15:00:00	111453	111978	111251	111803	93935	296118	1"
"2018.10.08	16:00:00	111803	112465	111719	112160	89697	314707	1"
"2018.10.08	17:00:00	112160	112523	111959	111998	36954	132719	1"
"2018.10.09	09:00:00	111277	112517	110959	112439	184263	497256	1"
"2018.10.09	10:00:00	112433	112452	111076	111634	211539	611536	1"
"2018.10.09	11:00:00	111634	112660	111453	112011	201848	628492	1"
"2018.10.09	12:00:00	112011	112523	111855	112361	101594	328280	1"
"2018.10.09	13:00:00	112361	112614	111913	112199	111008	347215	1"
"2018.10.09	14:00:00	112199	112420	112004	112134	85353	268952	1"
"2018.10.09	15:00:00	112141	112595	111991	112212	93629	296208	1"
"2018.10.09	16:00:00	112212	112491	111907	111926	90036	268581	1"
"2018.10.09	17:00:00	111920	112037	111336	111530	48184	160926	1"
"2018.10.10	09:00:00	110875	111232	109895	110758	157175	462598	1"
"2018.10.10	10:00:00	110758	111005	109707	109927	241341	749744	1"
"2018.10.10	11:00:00	109927	110193	109583	109927	178041	528383	1"
"2018.10.10	12:00:00	109921	109927	109187	109388	115398	362726	1"
"2018.10.10	13:00:00	109382	109512	109168	109434	81240	262962	1"
"2018.10.10	14:00:00	109440	109681	109077	109181	102633	320396	1"
"2018.10.10	15:00:00	109174	109447	108980	109414	98397	310512	1"
"2018.10.10	16:00:00	109408	109414	108798	108889	107581	343428	1"
"2018.10.10	17:00:00	108889	108960	108460	108460	47695	160857	1"
"2018.10.11	09:00:00	109006	110245	108876	110025	193786	525185	1"
"2018.10.11	10:00:00	110018	110323	108830	109830	249068	765464	1"
"2018.10.11	11:00:00	109823	109979	108902	108921	180743	552466	1"
"2018.10.11	12:00:00	108915	109025	107714	108493	168338	547912	1"
"2018.10.11	13:00:00	108499	108960	108441	108700	93607	298045	1"
"2018.10.11	14:00:00	108694	108713	108149	108512	94023	313216	1"
"2018.10.11	15:00:00	108512	108571	107234	107629	144869	458092	1"
"2018.10.11	16:00:00	107623	108324	107266	107753	139552	480203	1"
"2018.10.11	17:00:00	107746	108532	107642	108532	35254	128191	1"
"2018.10.15	09:00:00	109421	109745	109174	109512	100236	293234	1"
"2018.10.15	10:00:00	109512	109518	108434	108616	214951	635978	1"
"2018.10.15	11:00:00	108610	109018	108220	108856	164167	499229	1"
"2018.10.15	12:00:00	108856	109272	108687	108726	116769	380398	1"
"2018.10.15	13:00:00	108726	109129	108603	109025	91180	303519	1"
"2018.10.15	14:00:00	109038	109395	108876	109207	94787	336864	1"
"2018.10.15	15:00:00	109207	109233	108597	108700	96287	342943	1"
"2018.10.15	16:00:00	108700	108707	108097	108227	113145	409300	1"
"2018.10.15	17:00:00	108227	108343	107798	107798	36910	142144	1"
"2018.10.16	09:00:00	108785	109544	108538	109337	128605	392020	1"
"2018.10.16	10:00:00	109337	109953	109207	109830	187206	585359	1"
"2018.10.16	11:00:00	109830	110518	109778	110420	164602	539224	1"
"2018.10.16	12:00:00	110427	110615	110219	110369	98056	319772	1"
"2018.10.16	13:00:00	110369	110667	110265	110369	83754	274829	1"
"2018.10.16	14:00:00	110369	110693	110187	110550	99142	328655	1"
"2018.10.16	15:00:00	110550	110596	110226	110271	83196	288401	1"
"2018.10.16	16:00:00	110271	111251	110239	111219	115780	417494	1"
"2018.10.16	17:00:00	111225	111660	111128	111504	51279	208459	1"
"2018.10.17	09:00:00	111080	111144	110449	110513	112687	331045	1"
"2018.10.17	10:00:00	110507	110874	110237	110539	212053	673042	1"
"2018.10.17	11:00:00	110533	111131	110262	110771	188905	598872	1"
"2018.10.17	12:00:00	110777	111846	110565	111807	141491	466587	1"
"2018.10.17	13:00:00	111807	111981	111369	111833	98471	336100	1"
"2018.10.17	14:00:00	111833	111910	111208	111459	106752	361944	1"
"2018.10.17	15:00:00	111466	111582	111022	111447	120990	438852	1"
"2018.10.17	16:00:00	111440	111595	110874	111131	98121	338008	1"
"2018.10.17	17:00:00	111138	111492	111105	111337	28822	109105	1"
"2018.10.18	09:00:00	110951	111189	110584	110854	120210	375776	1"
"2018.10.18	10:00:00	110854	110990	110275	110481	177895	552193	1"
"2018.10.18	11:00:00	110481	110848	110307	110668	144399	472534	1"
"2018.10.18	12:00:00	110668	110751	109509	109542	139253	479056	1"
"2018.10.18	13:00:00	109542	109992	109484	109992	102508	343907	1"
"2018.10.18	14:00:00	109992	110018	109155	109246	112955	382656	1"
"2018.10.18	15:00:00	109246	109587	109155	109413	87166	309344	1"
"2018.10.18	16:00:00	109413	109451	108744	108924	112909	394294	1"
"2018.10.18	17:00:00	108917	109040	108486	108763	41498	161126	1"
"2018.10.19	09:00:00	109786	110243	109696	109928	112582	332833	1"
"2018.10.19	10:00:00	109928	110282	109522	109870	189029	603586	1"
"2018.10.19	11:00:00	109863	110095	109220	109657	173533	584572	1"
"2018.10.19	12:00:00	109664	109760	108904	109181	92536	307815	1"
"2018.10.19	13:00:00	109181	109348	108634	109104	104218	376594	1"
"2018.10.19	14:00:00	109104	109645	108911	109188	109324	380919	1"
"2018.10.19	15:00:00	109181	109233	108518	109040	125287	426251	1"
"2018.10.19	16:00:00	109040	109542	108859	109258	89121	321440	1"
"2018.10.19	17:00:00	109258	109529	109059	109529	36360	146208	1"
"2018.10.22	09:00:00	110565	110674	110044	110307	105442	303888	1"
"2018.10.22	10:00:00	110314	111150	110301	110655	146101	456859	1"
"2018.10.22	11:00:00	110655	111286	110352	111041	155176	462449	1"
"2018.10.22	12:00:00	111041	111080	110648	110777	100224	294217	1"
"2018.10.22	13:00:00	110784	110867	110443	110706	94252	280136	1"
"2018.10.22	14:00:00	110706	111041	110623	111002	98389	321604	1"
"2018.10.22	15:00:00	111002	111054	110758	110906	76870	260941	1"
"2018.10.22	16:00:00	110899	111363	110867	111118	82887	282400	1"
"2018.10.22	17:00:00	111118	111208	110893	110893	27869	102016	1"
"2018.10.23	09:00:00	109657	109883	109342	109419	112946	313557	1"
"2018.10.23	10:00:00	109419	109735	109200	109445	204647	569048	1"
"2018.10.23	11:00:00	109451	109645	108898	109497	170578	523585	1"
"2018.10.23	12:00:00	109497	110230	109439	109870	142588	492771	1"
"2018.10.23	13:00:00	109870	110681	109818	110423	120085	401561	1"
"2018.10.23	14:00:00	110423	110848	110391	110539	109592	379343	1"
"2018.10.23	15:00:00	110539	111105	110430	110938	113803	383337	1"
"2018.10.23	16:00:00	110938	111041	110578	110681	96513	331941	1"
"2018.10.23	17:00:00	110687	111080	110629	111080	32721	122791	1"
"2018.10.24	09:00:00	111080	111105	110462	110964	120288	343188	1"
"2018.10.24	10:00:00	110957	111298	110578	110829	179617	568580	1"
"2018.10.24	11:00:00	110835	110848	109014	109252	217623	770136	1"
"2018.10.24	12:00:00	109252	109381	108711	109046	145229	512327	1"
"2018.10.24	13:00:00	109052	109342	108563	108904	111492	391854	1"
"2018.10.24	14:00:00	108898	109052	108596	108840	96483	354069	1"
"2018.10.24	15:00:00	108840	109284	108673	109014	106972	399377	1"
"2018.10.24	16:00:00	109007	109007	107463	107534	142791	578923	1"
"2018.10.24	17:00:00	107540	107746	107501	107746	42119	176525	1"
"2018.10.25	09:00:00	108428	108904	108345	108596	106371	316722	1"
"2018.10.25	10:00:00	108596	108737	107965	108525	213410	670980	1"
"2018.10.25	11:00:00	108518	109233	108287	108776	200355	680524	1"
"2018.10.25	12:00:00	108776	108982	108364	108924	114154	416768	1"
"2018.10.25	13:00:00	108917	109683	108917	109342	101109	368710	1"
"2018.10.25	14:00:00	109342	110101	109342	109915	110630	394623	1"
"2018.10.25	15:00:00	109915	110089	109439	109535	109377	382555	1"
"2018.10.25	16:00:00	109542	109773	109175	109303	86484	330609	1"
"2018.10.25	17:00:00	109303	109342	108467	108467	53523	239530	1"
"2018.10.26	09:00:00	107617	110089	107566	109632	157419	505288	1"
"2018.10.26	10:00:00	109632	109953	109059	109439	193404	669500	1"
"2018.10.26	11:00:00	109432	109439	108274	108377	197945	684779	1"
"2018.10.26	12:00:00	108370	110179	108345	110101	167530	610312	1"
"2018.10.26	13:00:00	110101	110546	110018	110050	130206	423666	1"
"2018.10.26	14:00:00	110044	110417	109760	110314	114869	372203	1"
"2018.10.26	15:00:00	110320	111054	110134	110365	130819	444100	1"
"2018.10.26	16:00:00	110372	111131	109471	110848	173815	622361	1"
"2018.10.26	17:00:00	110848	111736	110822	111466	56972	211912	1"
"2018.10.29	09:00:00	115134	116357	114568	114999	253344	688113	1"
"2018.10.29	10:00:00	114999	115005	111807	112122	298662	879616	1"
"2018.10.29	11:00:00	112122	113062	111987	112534	167468	545737	1"
"2018.10.29	12:00:00	112534	112605	110784	111466	133541	339953	1"
"2018.10.29	13:00:00	110681	110751	109471	109992	228658	596489	1"
"2018.10.29	14:00:00	109992	111408	109908	111099	145109	455874	1"
"2018.10.29	15:00:00	111105	111369	109419	109451	177068	536434	1"
"2018.10.29	16:00:00	109451	109587	107218	108563	190783	625108	1"
"2018.10.29	17:00:00	108557	109007	107958	108094	57628	209801	1"
"2018.10.30	09:00:00	109149	110333	108930	109754	226276	659648	1"
"2018.10.30	10:00:00	109760	111163	108711	110932	324507	974558	1"
"2018.10.30	11:00:00	110925	111131	110346	111099	197263	623350	1"
"2018.10.30	12:00:00	111105	112296	110867	111717	171416	570442	1"
"2018.10.30	13:00:00	111704	112528	111704	112122	123172	404248	1"
"2018.10.30	14:00:00	112122	112187	111273	112013	164989	556758	1"
"2018.10.30	15:00:00	112006	112470	111833	112245	148507	473998	1"
"2018.10.30	16:00:00	112251	112882	111936	112798	137034	437963	1"
"2018.10.30	17:00:00	112798	113049	112483	112695	49422	174137	1"
"2018.10.31	09:00:00	113911	114516	113512	113899	157390	490592	1"
"2018.10.31	10:00:00	113899	114149	112933	113203	254059	750526	1"
"2018.10.31	11:00:00	113203	113236	112238	112766	195438	627690	1"
"2018.10.31	12:00:00	112772	113126	112122	112476	159318	509175	1"
"2018.10.31	13:00:00	112476	112676	111698	112109	127745	415835	1"
"2018.10.31	14:00:00	112109	112753	111878	112547	136449	444759	1"
"2018.10.31	15:00:00	112553	113062	112405	112792	116547	400246	1"
"2018.10.31	16:00:00	112792	113461	112779	113088	123872	451506	1"
"2018.10.31	17:00:00	113088	113306	112721	112882	50254	186868	1"
"2018.11.01	09:00:00	114117	114195	113493	113770	123150	360215	1"
"2018.11.01	10:00:00	113770	113911	112875	113010	196638	580788	1"
"2018.11.01	11:00:00	112998	114484	112830	114433	206437	674143	1"
"2018.11.01	12:00:00	114433	115417	114304	114787	163599	579580	1"
"2018.11.01	13:00:00	114787	115231	114413	114954	138331	497074	1"
"2018.11.01	14:00:00	114954	115096	114510	114915	114974	406504	1"
"2018.11.01	15:00:00	114922	114960	114104	114278	124411	425584	1"
"2018.11.01	16:00:00	114278	114664	114008	114542	105747	375937	1"
"2018.11.01	17:00:00	114542	114542	113789	113873	45442	175861	1"
"2018.11.05	09:00:00	114632	115063	114465	114909	114628	311900	1"
"2018.11.05	10:00:00	114909	115289	114394	115256	163529	487149	1"
